數 一 1 一蕊花　 一朵花 1.【數】數目。例：一蕊花　tsi̍t luí hue(一朵花)。
副 一睏仔 33 伊跤手真緊，穡頭一睏仔就做了矣。 他的動作真快，工作一下子就做完了。 1.【副】一陣子、一會兒。例：伊跤手真緊，穡頭一睏仔就做了矣。I kha-tshiú tsin kín, sit-thâu tsi̍t-khùn-á tō tsò liáu--ah. (他的動作真快，工作一下子就做完了。)　[近]一目𥍉仔、一下仔、一時仔
副 一睏仔 33 遮的物件伊做一睏仔共伊食了。 這裡的東西他一口氣把它吃完。 2.【副】一口氣。例：遮的物件伊做一睏仔共伊食了。Tsia ê mi̍h-kiānn i tsò tsi̍t-khùn-á kā i tsia̍h-liáu. (這裡的東西他一口氣把它吃完。)　
副 一概 34 眾人的意見伊一概反對。 眾人的意見他一概反對。 【副】一律、完全。例：眾人的意見伊一概反對。Tsìng-lâng ê ì-kiàn i it-khài huán-tuì. (眾人的意見他一概反對。)　
名 一路 35 祝恁一路平安。 祝福你們一路平安。 【名】沿途、路上。 例：祝恁一路平安。Tsiok lín tsi̍t-lōo pîng-an. (祝福你們一路平安。)　
副 一寡 36 加減食一寡。 多少吃一點。 【副】一些、少許，也可以單說「寡」(--kuá)。例：加減食一寡。Ke-kiám tsia̍h--tsi̍t-kuá. (多少吃一點。)　
副 一寡仔 37 猶有一寡仔物件無整理。 還有一些東西沒整理。 【副】一點點、一些些。例：猶有一寡仔物件無整理。Iáu ū tsi̍t-kuá-á mi̍h-kiānn bô tsíng-lí. (還有一些東西沒整理。)　
時 一對時 38 藥仔食落去，到今一對時矣。 藥吃下，到現在二十四小時了。 【時】一晝夜、二十四小時。例：藥仔食落去，到今一對時矣。Io̍h-á tsia̍h--lo̍h, kàu-tann tsi̍t tuì-sî--ah. (藥吃下，到現在二十四小時了。)　
副 一霎仔久 39 伊來一霎仔久就轉去矣。 他來一下子就回去了。 【副】一瞬間、一下子。形容很短的時間。例：伊來一霎仔久就轉去矣。I lâi tsi̍t-tiap-á-kú tō tńg--khì--ah. (他來一下子就回去了。)　
形 一點仔 41 你才食一點仔物件哪會飽？ 你才吃一點點東西怎麼會飽？ 【形】一點兒、一 點點。形容數量極少。例：你才食一點仔物件哪會飽？Lí tsiah tsia̍h tsi̍t-tiám-á mi̍h-kiānn ná ē pá? (你才吃一點點東西怎麼會飽？)　
名 丁 46 出丁　 生男孩子 2.【名】男子。例：出丁　tshut-ting(生男孩子)。
數 七 47 七个人　 七個人 1.【數】數字。例：七个人　tshit ê lâng(七個人)。
形 七 47 七老八老　 強調很老 2.【形】常和八連用成為詞組，用來表示強調或重複的意思。例：七老八老　tshit-lāu-peh-lāu(強調很老)、七除八扣　tshit-tû-peh-khàu(計算時一再折扣，自總數中盡量減除。)。
形 九 48 十喙九尻川。 形容人多嘴雜。 2.【形】形容多數。例：十喙九尻川。Tsa̍p tshuì káu kha-tshng. (形容人多嘴雜。)　
動 了 50 飯食了才食果子。 飯吃完再吃水果。 1.【動】表示動作結束、完畢。或是表示動作的時間狀況。例：飯食了才食果子。Pn̄g tsia̍h-liáu tsiah tsia̍h kué-tsí. (飯吃完再吃水果。)　[近]了了、好、完
動 了 50 了力　 白費力氣 3.【動】白費。例：了力　liáu la̍t(白費力氣)、了工　liáu-kang(白費功夫)。
動 了 50 了錢生理無人做。 賠錢生意沒人做。 4.【動】賠錢、損失。例：了錢生理無人做。Liáu-tsînn sing-lí bô lâng tsò. (賠錢生意沒人做。)　
助 了 50 講了真清楚。 說得很清楚。 5.【助】用於動詞及補語間，表示動作得到補語的結果。例：講了真清楚。Kóng liáu tsin tshing-tshó. (說得很清楚。)；洗了無清氣。Sé liáu bô tshing-khì. (洗得不乾淨。)　
名 人 53 做牛著拖，做人著磨。 做牛得要拖犁耕田，做人得受生活的折磨。 1.【名】具有高度智慧和靈性，能使用語言進行思維溝通，且能製造並使用工具的高等動物。例：做牛著拖，做人著磨。Tsò gû tio̍h thua, tsò-lâng tio̍h buâ. (做牛得要拖犁耕田，做人得受生活的折磨。)　
名 人 53 莫共人講！ 不要跟別人說！ 2.【名】人家、別人。例：莫共人講！Mài kā lâng kóng! (不要跟別人說！)；予人看無　hōo lâng khuànn-bô(讓別人瞧不起)。
名 人 53 好人　 讀書人 3.【名】具有某種身份或特徵的人。例：好人　hó lâng、讀冊人　tha̍k-tsheh-lâng(讀書人)、中人　tiong-lâng(仲介者)。
代 人 53 人毋管啦！ 我不管啦！ 4.【代】借稱自己。例：人毋管啦！Lâng m̄-kuán--lah! (我不管啦！)　
名 人 53 伊人真好。 他待人很好。 5.【名】與人有關的事，如人的品格、個性、身體狀況等。例：伊人真好。I lâng tsin hó. (他待人很好。)；人無爽快　lâng bô sóng-khuài(身體不舒服)。
動 入 54 入去　 進去 1.【動】進。從外面進到裡面。例：入去　ji̍p--khì(進去)、入來　ji̍p--lâi(進來)。[反]退
動 入 54 入被　 把被子裝進被套裡 2.【動】裝進。例：入被　ji̍p phuē(把被子裝進被套裡)。
動 入 54 收入　 入帳 3.【動】收進帳款。例：收入　siu-ji̍p、入數　ji̍p siàu(入帳)。
數 八 55 三八婦女節　 三八婦女節 【數】數字。例：三八婦女節　sam pat hū-lí tseh(三八婦女節)。
數 八 56 八个人　 八個人 【數】數字。例：八个人　peh ê lâng(八個人)。
名 刀 57 鉸刀　 剪刀 1.【名】供切、削、剪、刻、割、斬等用途的工具。例：鉸刀　ka-to(剪刀)。[近]刀仔
量 刀 57 伊昨暝去予人刣幾若刀。 他昨晚被人砍了好幾刀。 2.【量】計算切割次數的單位。例：伊昨暝去予人刣幾若刀。I tsa-mê khì hōo lâng thâi kuí-nā to. (他昨晚被人砍了好幾刀。)　
量 刀 57 伊欲買一刀紙。 他想買一刀紙。 3.【量】計算紙張的單位；通常一百張為一刀。例：伊欲買一刀紙。I beh bé tsi̍t to tsuá. (他想買一刀紙。)　
動 刁 58 頭家真𠢕共人刁。 他們的老闆很會為難人。 1.【動】刁難、為難。例：頭家真𠢕共人刁。In thâu-ke tsin gâu kā lâng tiau. (他們的老闆很會為難人。)　[近]刁古董、刁難
動 刁 58 刁故意　 故意 2.【動】故意。例：刁故意　tiau-kòo-ì(故意)、刁工　tiau-kang(故意)。
名 力 59 無力　 沒有力氣 【名】力量、氣力。例：無力　bô la̍t(沒有力氣)、氣力　khuì-la̍t(力氣)。
數 十 61 十个人　 十個人 1.【數】數目。例：十个人　tsa̍p ê lâng(十個人)。
形 十 61 十喙九尻川　 人多嘴雜 2.【形】比喻很多、完全。例：十喙九尻川　tsa̍p-tshuì káu kha-tshng(人多嘴雜)。
數 十 62 十五音　 十五音 1.【數】數字。例：十五音　si̍p-ngóo-im(十五音)、十八仔　si̍p-pat-á(骰子)。
形 十 62 十全十美　 十分的完美 2.【形】比喻完全、非常。例：十全十美　si̍p-tsuân-si̍p-bí(十分的完美)。
形 十 62 十字路　 十字路口 3.【形】像十的字形的。例：十字路　si̍p-jī-lōo(十字路口)、紅十字會　âng-si̍p-jī-huē(國際救援組織)。
動 卜 63 卜看覓咧！ 試試看囉！ 【動】試試看。例：卜看覓咧！Poh khuànn-māi--leh! (試試看囉！)　
動 卜 64 我來卜一下仔卦咧。 我來卜一下卦。 【動】卜卦、占卜。例：我來卜一下仔卦咧。Guá lâi pok tsi̍t-ē-á kuà--leh. (我來卜一下卦。)　
副 又 65 食又欲食，穡又毋做，真害！ 吃又要吃，工作又不肯做，真糟糕！ 【副】再、復。例：食又欲食，穡又毋做，真害！Tsia̍h iū beh tsia̍h, sit iū m̄ tsò, tsin hāi! (吃又要吃，工作又不肯做，真糟糕！)　
副 了了 67 鳥鼠予貓掠了了矣。 老鼠被貓抓光光了。 【副】光光、窮盡、完全沒有了。當作動詞補語。例：鳥鼠予貓掠了了矣。Niau-tshí hōo niau lia̍h-liáu-liáu--ah. (老鼠被貓抓光光了。)　
形 了了 68 這个袂使，彼个毋通，全你的意見了了。 這個不行，那個不可以，你的意見真多。 【形】全都是。表示數量多或加強語氣。例：這个袂使，彼个毋通，全你的意見了了。Tsit ê bē-sái, hit ê m̄-thang, tsuân lí ê ì-kiàn--liáu-liáu. (這個不行，那個不可以，你的意見真多。)　
名 人人 69 恁新婦人人呵咾。 你媳婦人人稱讚。 【名】每一個人。例：恁新婦人人呵咾。Lín sin-pū lâng-lâng o-ló. (你媳婦人人稱讚。)　
名 十二生相 71 時機誠䆀，害我十二生相變透透嘛變無撚。 時機很不好，害我各種行業都做過了也沒輒。比喻一直換工作都沒出路。 2.【名】各行各業。例：時機誠䆀，害我十二生相變透透嘛變無撚。Sî-ki tsiânn bái, hāi guá tsa̍p-jī senn-siùnn piàn-thàu-thàu mā piàn-bô-lián. (時機很不好，害我各種行業都做過了也沒輒。比喻一直換工作都沒出路。)　
名 二九暝 73 二九暝家家戶戶攏咧圍爐。 農曆新年除夕晚上家家戶戶都在圍爐。 【名】除夕、大年夜。例：二九暝家家戶戶攏咧圍爐。Jī-káu-mê ke-ke-hōo-hōo lóng leh uî-lôo. (農曆新年除夕晚上家家戶戶都在圍爐。)　
形 十八變 75 查某囡仔十八變。 女大十八變。 【形】十八種變化。用來比喻或形容事物變化多端，或是借用佛家語，比喻本領高強。例：查某囡仔十八變。Tsa-bóo-gín-á tsa̍p-peh-piàn. (女大十八變。)　
動 了工 77 了工閣蝕本。 白費工夫又賠錢。比喻賠了夫人又折兵。 【動】白費工夫。例：了工閣蝕本。Liáu-kang koh si̍h-pún. (白費工夫又賠錢。比喻賠了夫人又折兵。)　
名 人工 78 割稻仔的人工愈濟就愈緊割了。 越多人割稻就越快完工。 1.【名】人力、人手。人的勞動力或是指可以工作的人。例：割稻仔的人工愈濟就愈緊割了。Kuah-tiū-á ê lâng-kang jú tsē tō jú kín kuah-liáu. (越多人割稻就越快完工。)　
名 人工 78 臺灣現此時的人工真貴。 臺灣現在的工資很貴。 2.【名】工資。從事工作所得的報酬。例：臺灣現此時的人工真貴。Tâi-uân hiān-tshú-sî ê lâng-kang tsin kuì. (臺灣現在的工資很貴。)　[近]工資
名 人才 79 恁囝婿的人才生做袂䆀。 你女婿外表長得不錯。 【名】 外表、儀容。例：恁囝婿的人才生做袂䆀。Lín kiánn-sài ê lâng-tsâi senn-tsò bē-bái. (你女婿外表長得不錯。)　
副 刁工 81 我刁工來看你。 我專程來看你。 1.【副】專程、特地。例：我刁工來看你。Guá thiau-kang lâi khuànn--lí. (我專程來看你。)　[近]專工
副 刁工 81 你愈講，伊愈刁工。 你越說，他越是故意和你唱反調。 2.【副】故意。例：你愈講，伊愈刁工。Lí jú kóng, i jú thiau-kang. (你越說，他越是故意和你唱反調。)　[近]刁故意、刁意故、故意[反]無張持、無細膩
名 人中 82 算命的講，人中長的人較長歲壽。 算命的說，人中長的人壽命比較長。 【名】人臉部鼻子下，嘴脣上方凹下部分。例：算命的講，人中長的人較長歲壽。Sǹg-miā--ê kóng, jîn-tiong tn̂g ê lâng khah tn̂g-huè-siū. (算命的說，人中長的人壽命比較長。)　
名 七孔 83 人有七孔。 人有七竅。 【名】七竅。指人臉部的七個孔穴，包括兩眼、兩耳、兩鼻孔和嘴巴。例：人有七孔。Lâng ū tshit-khóng. (人有七竅。)　
名 二手 85 伊是二手，毋是頭手。 他是助手，不是師傅。 1.【名】副手、助手、助理。技術工作中的助手、協助處理事務的人。例：伊是二手，毋是頭手。I sī jī-tshiú, m̄ sī thâu-tshiú. (他是助手，不是師傅。)　[近]副手、助手、助理[反]師傅、頭手
名 二手 85 物件買二手的較俗。 東西買中古的比較便宜。 2.【名】中古貨。已經使用過，又再出售的貨品。例：物件買二手的較俗。Mi̍h-kiānn bé jī-tshiú--ê khah sio̍k. (東西買中古的比較便宜。)　[近]中古
名 八仙 87 八仙綵　 繡有八仙的紅彩，在喜慶時掛在門楣上 【名】神話傳說中的八位仙人，漢鍾離、張果老、韓湘子、鐵拐李、曹國舅、呂洞賓、藍采和、何仙姑八人。例：八仙綵　pat-sian-tshái(繡有八仙的紅彩，在喜慶時掛在門楣上)。
動 刁古董 91 你莫共伊刁古董。 你不要為難他。 【動】刻意作弄、為難別人。例：你莫共伊刁古董。Lí mài kā i tiau-kóo-tóng. (你不要為難他。)　
動 了本 92 伊一禮拜至少愛賣三百个，才袂了本。 他一星期至少要賣三百個，才不會虧本。 【動】蝕本、虧本。例：伊一禮拜至少愛賣三百个，才袂了本。I tsi̍t lé-pài tsì-tsiò ài bē sann pah ê, tsiah bē liáu-pún. (他一星期至少要賣三百個，才不會虧本。)　
名 人生 94 人生短短仔　 人生苦短 【名】人的一生、生命歷程。例：人生短短仔　jîn-sing té-té--ah(人生苦短)。
名 刀石 95 刀石提來磨刀仔。 磨刀石拿來磨刀子。 【名】磨刀石。例：刀石提來磨刀仔。To-tsio̍h the̍h-lâi buâ to-á. (磨刀石拿來磨刀子。)　
形 十全 96 媠，媠無十全；䆀，䆀無加圇。 人不會是十全十美的。 【形】完滿、齊全。完美無缺憾。例：媠，媠無十全；䆀，䆀無加圇。Suí, suí bô tsa̍p-tsn̂g; bái, bái bô ka-nn̂g. (人不會是十全十美的。)　
名 十全 97 十全大補湯　 合人參、白朮、茯苓、甘草、熟地、白芍、當歸、川芎、黃茋、肉桂等十種藥材的補藥。 1.【名】用於中醫藥名。例：十全大補湯　si̍p-tsuân tāi póo thng(合人參、白朮、茯苓、甘草、熟地、白芍、當歸、川芎、黃茋、肉桂等十種藥材的補藥。)　
名 八字 98 算命仙的講兩人的八字袂合。 算命先生說他們兩人的八字不合。 【名】中國傳統命相學家，用人出生的年、月、日、時，以天干、地支配合成八個字，來推斷一生的命運。例：算命仙的講兩人的八字袂合。Sǹg-miā sian--ê kóng in nn̄g lâng ê peh-jī bē-ha̍h. (算命先生說他們兩人的八字不合。)　
時 七早八早 103 七早八早，你就想欲歇睏？ 時間還早，你就想休息？ 2.【時】形容時間還早。例：七早八早，你就想欲歇睏？Tshit-tsá-peh-tsá, lí tō siūnn-beh hioh-khùn? (時間還早，你就想休息？)　
副 入耳 104 你講閣較濟伊嘛聽袂入耳。 你說再多他也聽不進去。 【副】聽進耳裡。例：你講閣較濟伊嘛聽袂入耳。Lí kóng koh-khah tsē i mā thiann bē ji̍p-ní. (你說再多他也聽不進去。)　
形 七老八老 106 食甲七老八老矣，猶閣毋認老。 活到七老八十了，還不認老。 【形】七老八十。形容年紀很老。例：食甲七老八老矣，猶閣毋認老。Tsia̍h kah tshit-lāu-peh-lāu--ah, iáu-koh m̄ jīn lāu. (活到七老八十了，還不認老。)　
名 了尾仔囝 107 你著較拍拚咧，毋通做了尾仔囝。 你要更努力一點，不要做敗家子。 【名】敗家子。不務正業、傾家蕩產而無法自立的子孫。例：你著較拍拚咧，毋通做了尾仔囝。Lí tio̍h khah phah-piànn--leh, m̄-thang tsò liáu-bué-á-kiánn. (你要更努力一點，不要做敗家子。)　
名 二步七仔 108 講著種花伊閣有二步七仔！ 說到種花他還有點能耐！ 【名】本事、本領。形容人對事情有一點處理的本事、能力。例：講著種花伊閣有二步七仔！Kóng-tio̍h tsìng-hue i koh ū--jī-pōo-tshit-á! (說到種花他還有點能耐！)　
形 十足 110 睏飽了後，氣力十足。 一覺睡醒之後，全身都充滿了活力。 【形】完全、充分。例：睏飽了後，氣力十足。Khùn-pá liáu-āu, khuì-la̍t tsa̍p-tsiok. (一覺睡醒之後，全身都充滿了活力。)　
名 九芎仔 111 九芎仔柴　 九芎樹 【名】九芎樹。木本植物。木質堅韌，可以拿來做手杖，根部可以拿來入藥，治瘧疾。例：九芎仔柴　kiú-kiong-á-tshâ(九芎樹)。
名 人事 112 人事室　 管理機關人員的辦公處所 1.【名】機關中的人員升調、獎懲、任免等事務。例：人事室　jîn-sū sik(管理機關人員的辦公處所)。
名 人事 112 盡人事順天意。 盡人事聽天命。 2.【名】人力。人的作為。例：盡人事順天意。Tsīn jîn-sū sūn thinn-ì. (盡人事聽天命。)　
名 人事 112 過年時仔伊會用外國酒來做人事。 過年的時候他會用外國酒來做公關。 3.【名】公關。用來送禮的物品。例：過年時仔伊會用外國酒來做人事。Kuè-nî-sî-á i ē īng guā-kok tsiú lâi tsò jîn-sū. (過年的時候他會用外國酒來做公關。)　
名 二房 115 陳家二房的囝孫仔攏真老實。 陳家二房的子孫都很老實。 【名】家族中次男的支系。例：陳家二房的囝孫仔攏真老實。Tân--ka jī-pâng ê kiánn-sun-á lóng tsin láu-si̍t. (陳家二房的子孫都很老實。)　
名 人物 116 大人物　 有地位有名望的人 【名】有品格、才能出眾的人。例：大人物　tuā jîn-bu̍t(有地位有名望的人)。
形 十花五色 117 十花五色的人　 形形色色的人 【形】五花八門、形形色色。例：十花五色的人　tsa̍p-hue-gōo-sik ê lâng(形形色色的人)。
動 入門 118 我今仔入門，電話就來矣。 我剛進門，電話就來了。 1.【動】進門。例：我今仔入門，電話就來矣。Guá tann-á ji̍p-mn̂g, tiān-uē tō lâi--ah. (我剛進門，電話就來了。)　
動 入門 118 我想欲趕緊共你娶入門。 我想要趕快將你娶進門。 2.【動】婦女嫁到夫家。例：我想欲趕緊共你娶入門。Guá siūnn-beh kuánn-kín kā lí tshuā ji̍p-mn̂g. (我想要趕快將你娶進門。)　
動 入門 118 學音樂，我拄入門。 學音樂，我才剛剛入門。 3.【動】初步學會。例：學音樂，我拄入門。O̍h im-ga̍k, guá tú ji̍p-mn̂g. (學音樂，我才剛剛入門。)　
名 人客 119 咱愛好好仔招待人客。 我們要好好招呼客人。 【名】客人、賓客、顧客。例：咱愛好好仔招待人客。Lán ài hó-hó-á tsiau-thāi lâng-kheh. (我們要好好招呼客人。)；店內人客真濟。Tiàm-lāi lâng-kheh tsin tsē.(店裡顧客很多。)　
時 了後 120 你出門了後，伊就醒矣。 你出去之後，他就醒了。 【時】之後。 例：你出門了後，伊就醒矣。Lí tshut-mn̂g liáu-āu, i tō tshénn--ah. (你出去之後，他就醒了。)　
名 七星 121 七星陣　 依照北斗七星排列所設的陣式 【名】北斗星、北斗七星。星座名。由七顆星組合、排列在北方天空的星象，形狀像斗杓。是中國數術、宗教儀式中重要的星象，在西方星象學上屬於大熊星座。例：七星陣　tshit-tshenn tīn(依照北斗七星排列所設的陣式)。
名 二指 122 大姊昨昏二指去予玻璃幼仔割著。 大姊昨天食指被碎玻璃割到。 【名】食指。例：大姊昨昏二指去予玻璃幼仔割著。Tuā-tsí tsa-hng  jī-tsáinn khì hōo po-lê-iù-á kuah-tio̍h. (大姊昨天食指被碎玻璃割到。)　
副 刁持 123 伊是刁持欲佮我做對的。 他是故意要和我作對的。 1.【副】故意、存心。例：伊是刁持欲佮我做對的。I sī tiau-tî beh kah guá tsò-tuì--ê. (他是故意要和我作對的。)　[近]刁故意、刁意故、刁意[反]無張持、無細膩
副 刁持 123 我是刁持來看你的。 我是特別來看你的。 2.【副】特地、特意。例：我是刁持來看你的。Guá sī tiau-tî lâi khuànn--lí--ê. (我是特別來看你的。)　[近]刁工、專工
